-90,-82,-69,-77,-71,-83,-58,-57,-79,-70,-99,-77,-99,-99,-73,-99,-71,-73,-86,-84,-99,-76,-64,-99,-70
-99,-99,-99,-84,-99,-99,-60,-54,-73,-78,-83,-99,-99,-99,-81,-99,-55,-72,-87,-99,-99,-99,-71,-99,-43
-99,-99,-99,-88,-84,-79,-71,-55,-83,-99,-99,-99,-99,-99,-73,-99,-57,-72,-79,-87,-99,-92,-74,-90,-34
-99,-99,-78,-82,-84,-72,-57,-48,-70,-76,-87,-86,-99,-85,-83,-99,-58,-79,-85,-87,-99,-85,-71,-87,-55
-84,-88,-82,-86,-71,-71,-59,-64,-55,-63,-75,-75,-99,-99,-70,-77,-46,-74,-86,-86,-90,-84,-83,-99,-75
-99,-99,-83,-99,-87,-74,-65,-56,-64,-74,-86,-87,-99,-99,-76,-82,-56,-75,-76,-87,-99,-89,-75,-90,-52
-99,-99,-99,-99,-99,-99,-83,-71,-89,-99,-99,-99,-99,-99,-93,-80,-71,-82,-99,-99,-99,-99,-77,-99,-82
-99,-99,-75,-80,-74,-72,-76,-58,-82,-85,-99,-99,-99,-99,-79,-79,-82,-72,-80,-90,-92,-81,-66,-99,-76
-86,-80,-77,-59,-63,-74,-50,-40,-53,-68,-68,-67,-99,-99,-82,-99,-56,-74,-85,-99,-99,-70,-63,-72,-54
-99,-99,-99,-81,-75,-71,-64,-52,-75,-78,-86,-99,-99,-99,-81,-87,-43,-75,-79,-91,-87,-99,-74,-87,-42
-99,-99,-87,-89,-84,-75,-67,-72,-72,-79,-99,-99,-99,-99,-74,-82,-75,-66,-87,-93,-99,-87,-74,-99,-53
-99,-99,-82,-89,-82,-72,-65,-63,-62,-76,-79,-87,-99,-99,-82,-84,-75,-80,-87,-91,-90,-88,-62,-92,-62
-89,-85,-99,-77,-72,-74,-59,-41,-54,-64,-99,-72,-99,-99,-79,-99,-52,-66,-99,-86,-87,-74,-56,-89,-49
-99,-88,-99,-99,-99,-79,-65,-44,-69,-74,-89,-99,-99,-99,-77,-99,-54,-84,-79,-99,-91,-99,-78,-99,-42
-99,-99,-99,-99,-99,-99,-71,-46,-78,-87,-99,-99,-99,-90,-75,-81,-63,-77,-85,-99,-99,-99,-75,-99,-51
-99,-77,-74,-65,-66,-62,-58,-35,-60,-74,-85,-93,-99,-99,-75,-85,-53,-74,-89,-86,-99,-99,-68,-90,-55
-84,-89,-79,-64,-67,-69,-53,-43,-52,-75,-99,-91,-99,-86,-73,-88,-73,-73,-77,-82,-85,-79,-76,-99,-55
-99,-99,-88,-82,-86,-75,-65,-50,-78,-76,-89,-84,-99,-89,-81,-99,-73,-75,-89,-91,-99,-99,-74,-99,-65
-99,-99,-87,-83,-85,-78,-65,-47,-68,-86,-84,-99,-99,-99,-78,-84,-63,-77,-78,-88,-99,-88,-73,-99,-45
-99,-99,-82,-85,-77,-76,-58,-37,-59,-75,-76,-76,-99,-99,-80,-86,-55,-79,-87,-99,-99,-99,-68,-87,-60
-99,-87,-77,-80,-76,-75,-75,-37,-64,-73,-62,-99,-99,-87,-77,-86,-57,-75,-88,-88,-91,-89,-65,-99,-78
-99,-99,-99,-99,-91,-99,-62,-53,-72,-91,-99,-99,-99,-99,-78,-99,-79,-73,-99,-99,-99,-99,-75,-86,-52
-99,-99,-99,-99,-99,-99,-86,-65,-87,-99,-99,-99,-99,-99,-99,-99,-77,-86,-99,-99,-99,-99,-99,-99,-58
-99,-99,-80,-99,-99,-99,-55,-44,-59,-73,-80,-99,-99,-99,-76,-79,-56,-73,-86,-99,-91,-99,-68,-85,-99
