-84,-68,-53,-76,-58,-85,-58,-65,-75,-73,-76,-89,-89,-99,-99,-99,-84,-99,-74,-54,-99,-65,-82,-65,-82,-75
-99,-70,-53,-49,-40,-63,-59,-65,-76,-73,-75,-99,-99,-99,-99,-99,-81,-99,-73,-99,-77,-41,-61,-64,-81,-75
-82,-69,-51,-46,-40,-62,-57,-64,-72,-74,-76,-88,-99,-99,-99,-87,-82,-83,-72,-53,-77,-40,-57,-64,-80,-74
-81,-67,-54,-48,-62,-63,-59,-65,-74,-70,-77,-99,-88,-99,-99,-99,-82,-99,-99,-75,-76,-66,-60,-64,-99,-74
-79,-66,-54,-49,-41,-62,-58,-64,-76,-71,-75,-99,-84,-99,-99,-87,-82,-82,-72,-54,-76,-41,-58,-64,-99,-74
-82,-69,-52,-48,-99,-63,-60,-66,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-53,-77,-99,-59,-64,-99,-99
-81,-68,-51,-46,-40,-61,-56,-63,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-53,-99,-40,-60,-63,-99,-72
-78,-70,-56,-50,-43,-63,-57,-64,-74,-74,-76,-90,-85,-99,-99,-86,-81,-84,-74,-54,-76,-41,-61,-64,-81,-74
-76,-68,-52,-47,-41,-62,-57,-64,-73,-72,-99,-90,-87,-99,-99,-87,-81,-99,-74,-54,-75,-41,-61,-64,-81,-73
-81,-70,-53,-48,-56,-64,-86,-86,-75,-73,-76,-99,-87,-99,-99,-87,-99,-99,-75,-54,-77,-41,-79,-89,-82,-99
-99,-87,-51,-46,-40,-81,-85,-83,-99,-99,-99,-99,-99,-99,-99,-99,-83,-83,-73,-52,-99,-62,-56,-88,-99,-99
-75,-70,-76,-46,-56,-59,-85,-63,-74,-99,-99,-88,-85,-99,-99,-99,-81,-99,-72,-52,-76,-39,-58,-62,-81,-73
-77,-70,-51,-47,-41,-61,-57,-64,-74,-70,-76,-88,-88,-99,-99,-86,-80,-99,-73,-53,-79,-40,-59,-63,-81,-74
-80,-71,-54,-49,-42,-64,-60,-64,-76,-73,-99,-99,-99,-99,-99,-87,-83,-99,-75,-55,-78,-40,-60,-65,-99,-75
-99,-72,-76,-74,-57,-82,-60,-99,-99,-99,-76,-99,-99,-99,-99,-99,-99,-99,-99,-75,-99,-65,-80,-99,-99,-99
-76,-70,-53,-51,-41,-62,-59,-64,-73,-73,-75,-91,-99,-99,-99,-87,-81,-84,-76,-55,-75,-41,-60,-64,-81,-74
-77,-70,-52,-47,-41,-62,-56,-64,-76,-72,-77,-90,-88,-99,-99,-99,-83,-85,-73,-54,-76,-40,-58,-63,-81,-99
-79,-73,-56,-50,-42,-65,-61,-67,-76,-73,-77,-99,-90,-99,-99,-99,-99,-88,-76,-56,-79,-41,-61,-67,-99,-75
-99,-71,-77,-51,-60,-65,-88,-88,-75,-74,-78,-99,-90,-99,-99,-99,-84,-86,-76,-76,-99,-67,-82,-91,-99,-99
