-99,-82,-72,-71,-66,-62,-50,-62,-75,-82,-75,-89,-99,-99,-89,-81,-73,-78,-82,-80,-99,-80,-82,-75,-71
-99,-81,-72,-67,-70,-58,-43,-58,-73,-99,-76,-99,-99,-99,-99,-77,-75,-77,-77,-99,-99,-76,-66,-74,-64
-99,-80,-75,-71,-70,-63,-45,-62,-73,-76,-73,-89,-99,-99,-93,-83,-75,-85,-78,-86,-99,-82,-74,-74,-67
-89,-84,-70,-73,-64,-64,-43,-56,-73,-80,-75,-90,-99,-99,-92,-79,-74,-99,-99,-99,-99,-77,-67,-74,-66
-87,-82,-70,-74,-67,-59,-46,-61,-75,-79,-74,-87,-99,-99,-90,-81,-73,-80,-99,-85,-99,-76,-68,-76,-67
-99,-86,-72,-64,-67,-63,-46,-62,-75,-81,-74,-89,-99,-99,-91,-81,-73,-83,-76,-87,-99,-78,-74,-78,-68
-99,-99,-67,-67,-65,-58,-44,-59,-73,-78,-73,-88,-99,-99,-91,-76,-74,-79,-74,-83,-99,-82,-71,-74,-67
-99,-81,-75,-68,-66,-57,-42,-59,-71,-76,-74,-99,-99,-99,-99,-78,-72,-78,-73,-84,-99,-80,-72,-74,-66
-99,-99,-74,-71,-68,-59,-43,-60,-73,-78,-72,-86,-99,-99,-91,-99,-73,-81,-77,-87,-99,-80,-72,-74,-66
-99,-99,-71,-71,-69,-63,-46,-62,-75,-80,-71,-89,-99,-99,-89,-83,-77,-84,-79,-86,-99,-78,-74,-78,-69
-91,-99,-72,-71,-69,-62,-48,-63,-74,-76,-75,-88,-99,-99,-90,-82,-75,-83,-79,-85,-99,-77,-75,-78,-67
-99,-81,-73,-67,-67,-64,-48,-63,-72,-78,-76,-90,-99,-99,-89,-82,-62,-81,-76,-85,-99,-83,-72,-75,-69
-99,-81,-68,-66,-66,-60,-67,-83,-71,-74,-74,-87,-99,-99,-91,-75,-68,-99,-77,-83,-99,-79,-72,-78,-66
