-99,-99,-82,-99,-72,-99,-73,-86,-73,-69,-85,-86,-85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-78,-77,-81,-75
-99,-99,-83,-99,-99,-77,-85,-60,-42,-42,-68,-62,-59,-78,-76,-99,-99,-99,-99,-99,-99,-99,-99,-57,-57,-99
-99,-92,-86,-75,-73,-99,-71,-63,-44,-42,-70,-62,-61,-79,-80,-99,-88,-99,-99,-99,-99,-84,-99,-57,-59,-72
-99,-88,-84,-90,-73,-76,-88,-85,-71,-64,-83,-82,-61,-82,-78,-85,-87,-92,-99,-89,-99,-82,-99,-71,-57,-72
-99,-99,-83,-99,-72,-76,-71,-63,-45,-42,-82,-64,-61,-82,-78,-84,-85,-99,-99,-87,-99,-99,-77,-57,-58,-73
-99,-99,-99,-99,-99,-99,-99,-83,-69,-62,-84,-82,-81,-89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-73,-81,-99
-99,-99,-99,-73,-71,-99,-99,-83,-69,-61,-68,-61,-80,-89,-99,-99,-99,-99,-99,-90,-99,-99,-99,-75,-56,-99
-99,-89,-85,-99,-73,-99,-73,-84,-99,-63,-72,-99,-60,-77,-75,-99,-99,-99,-99,-99,-99,-79,-99,-58,-82,-76
-99,-90,-81,-73,-71,-99,-72,-60,-73,-66,-84,-84,-99,-76,-74,-83,-99,-99,-99,-99,-99,-99,-75,-77,-88,-71
-99,-99,-99,-99,-99,-99,-99,-85,-41,-41,-66,-62,-57,-99,-99,-99,-99,-99,-99,-99,-99,-79,-99,-56,-56,-99
-99,-99,-86,-69,-71,-76,-71,-61,-70,-63,-82,-84,-82,-79,-74,-85,-90,-91,-99,-88,-99,-81,-78,-75,-56,-73
-99,-89,-84,-99,-72,-78,-72,-62,-71,-64,-68,-83,-59,-77,-75,-99,-99,-99,-99,-99,-99,-82,-99,-58,-81,-71
-99,-99,-91,-99,-89,-99,-87,-82,-69,-62,-81,-83,-80,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-74,-81,-99
-99,-85,-81,-65,-71,-99,-99,-60,-44,-42,-67,-64,-59,-99,-99,-99,-99,-99,-99,-99,-99,-77,-99,-56,-56,-99
-99,-88,-81,-66,-71,-73,-89,-62,-42,-42,-68,-60,-60,-78,-74,-99,-99,-99,-99,-99,-99,-81,-99,-54,-56,-72
-99,-99,-82,-66,-71,-74,-74,-64,-46,-43,-67,-61,-62,-81,-75,-86,-92,-99,-99,-99,-99,-85,-81,-57,-58,-77
-99,-99,-81,-66,-99,-76,-72,-67,-45,-42,-70,-67,-61,-80,-76,-86,-89,-99,-99,-99,-99,-99,-75,-59,-58,-72
-99,-99,-99,-99,-99,-99,-99,-62,-43,-43,-99,-63,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-56,-58,-99
