-99,-99,-99,-99,-99,-99,-56,-45,-77,-86,-89,-82,-85,-85,-76,-56,-63,-79,-99,-99,-99,-99,-74,-67,-80,-44
-99,-99,-99,-99,-99,-84,-82,-74,-99,-99,-99,-99,-89,-99,-99,-57,-99,-99,-99,-99,-99,-99,-99,-86,-82,-88
-99,-99,-88,-82,-85,-82,-99,-44,-99,-99,-99,-82,-99,-99,-99,-55,-60,-73,-99,-99,-99,-99,-81,-66,-77,-40
-99,-99,-99,-99,-99,-99,-58,-74,-99,-99,-99,-99,-99,-99,-99,-58,-62,-78,-99,-99,-99,-99,-81,-68,-99,-62
-99,-99,-99,-99,-99,-99,-61,-47,-82,-86,-90,-84,-99,-83,-72,-57,-65,-77,-99,-99,-99,-99,-99,-68,-99,-45
-99,-99,-99,-99,-99,-99,-59,-68,-83,-89,-99,-85,-99,-85,-76,-73,-85,-99,-99,-99,-99,-99,-99,-70,-83,-58
-99,-99,-87,-99,-83,-79,-79,-70,-80,-85,-90,-81,-84,-83,-73,-71,-61,-78,-99,-99,-99,-99,-81,-85,-78,-57
-99,-99,-85,-99,-99,-78,-57,-73,-77,-99,-99,-81,-99,-84,-70,-54,-61,-77,-99,-99,-99,-99,-78,-67,-79,-60
-99,-99,-99,-99,-99,-99,-77,-68,-99,-99,-99,-99,-99,-99,-99,-72,-99,-99,-99,-99,-99,-99,-99,-66,-99,-57
-99,-99,-99,-99,-99,-99,-79,-72,-99,-99,-99,-83,-84,-84,-71,-73,-60,-99,-99,-99,-99,-99,-99,-99,-99,-59
-99,-99,-99,-99,-99,-99,-79,-70,-78,-99,-99,-99,-81,-99,-99,-71,-88,-77,-87,-99,-99,-99,-99,-85,-78,-58
-99,-99,-91,-99,-84,-81,-55,-44,-79,-87,-89,-83,-99,-83,-72,-56,-61,-78,-89,-99,-99,-99,-78,-68,-80,-42
-99,-99,-91,-99,-99,-99,-56,-45,-81,-99,-99,-83,-85,-85,-73,-58,-62,-79,-89,-99,-99,-99,-99,-68,-99,-43
-99,-99,-89,-99,-87,-81,-55,-42,-77,-85,-91,-82,-85,-84,-70,-55,-61,-77,-87,-99,-99,-99,-79,-65,-79,-40
-99,-99,-89,-84,-84,-82,-55,-45,-99,-99,-99,-99,-99,-99,-86,-56,-61,-77,-99,-99,-99,-99,-79,-67,-99,-44
-99,-99,-90,-99,-99,-83,-57,-44,-79,-99,-99,-84,-99,-84,-73,-71,-61,-78,-91,-99,-99,-99,-99,-69,-79,-42
-99,-99,-99,-85,-99,-83,-55,-99,-79,-85,-99,-83,-87,-85,-75,-55,-62,-78,-88,-99,-99,-99,-76,-68,-80,-42
-99,-99,-90,-99,-99,-82,-57,-45,-80,-99,-99,-85,-99,-83,-74,-55,-64,-80,-90,-99,-99,-99,-82,-70,-99,-45
-99,-99,-99,-99,-99,-80,-58,-45,-81,-89,-94,-86,-85,-86,-74,-58,-63,-80,-91,-99,-99,-99,-99,-69,-83,-45
-99,-99,-99,-99,-99,-99,-79,-69,-99,-99,-99,-99,-99,-99,-91,-71,-88,-99,-99,-99,-99,-99,-99,-86,-99,-58
-99,-99,-99,-99,-99,-99,-79,-70,-99,-99,-99,-82,-85,-99,-86,-71,-85,-77,-99,-99,-99,-99,-99,-85,-80,-85
-99,-99,-90,-82,-85,-82,-56,-44,-80,-87,-91,-84,-85,-85,-73,-56,-62,-80,-86,-99,-99,-99,-78,-69,-81,-43
-99,-99,-99,-99,-99,-99,-57,-46,-81,-99,-95,-82,-84,-82,-74,-56,-64,-81,-99,-99,-99,-99,-82,-70,-81,-44
-99,-99,-99,-99,-99,-99,-54,-43,-99,-99,-99,-99,-99,-99,-99,-56,-60,-99,-99,-99,-99,-99,-99,-89,-99,-42
-99,-99,-99,-99,-99,-99,-57,-44,-99,-99,-99,-83,-86,-83,-72,-56,-63,-99,-99,-99,-99,-99,-99,-68,-81,-42
-99,-99,-99,-99,-99,-99,-99,-44,-81,-88,-99,-83,-99,-99,-99,-57,-63,-76,-89,-99,-99,-99,-99,-68,-82,-42
-99,-99,-92,-99,-99,-80,-55,-46,-77,-99,-99,-82,-99,-86,-75,-56,-65,-78,-99,-99,-99,-99,-99,-69,-81,-44
-99,-99,-99,-99,-99,-99,-56,-47,-80,-88,-99,-85,-87,-85,-75,-58,-65,-99,-99,-99,-99,-99,-99,-70,-81,-46
-99,-99,-99,-99,-99,-99,-57,-46,-81,-90,-99,-84,-87,-84,-75,-59,-66,-99,-99,-99,-99,-99,-99,-71,-82,-45
-99,-99,-89,-83,-84,-81,-79,-45,-99,-99,-99,-84,-99,-83,-71,-58,-64,-80,-89,-99,-99,-99,-79,-69,-81,-45
-99,-99,-89,-86,-85,-83,-58,-46,-99,-88,-99,-85,-87,-85,-74,-56,-65,-79,-99,-99,-99,-99,-79,-71,-83,-45
-99,-99,-99,-99,-99,-99,-80,-72,-80,-99,-99,-99,-99,-99,-75,-74,-93,-78,-99,-99,-99,-99,-99,-72,-99,-61
