-58,-68,-87,-86,-75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
-64,-68,-51,-76,-99,-99,-86,-85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-94,-90,-99,-99,-99,-93
-73,-72,-68,-75,-73,-79,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
-61,-48,-43,-51,-46,-65,-99,-82,-76,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-58,-71,-99,-99
-69,-67,-70,-54,-70,-58,-76,-76,-77,-81,-87,-89,-99,-99,-99,-86,-99,-99,-93,-72,-69,-99,-83,-89,-80
-74,-62,-54,-48,-42,-47,-68,-73,-82,-87,-88,-91,-99,-99,-99,-86,-91,-99,-88,-62,-72,-51,-68,-82,-72
-87,-73,-59,-99,-33,-47,-61,-65,-68,-73,-73,-87,-99,-99,-99,-84,-99,-99,-99,-59,-69,-56,-59,-80,-70
-81,-85,-89,-99,-64,-58,-75,-99,-99,-91,-99,-99,-99,-99,-99,-99,-83,-77,-78,-50,-63,-99,-71,-99,-99
-99,-79,-71,-90,-72,-91,-79,-99,-99,-99,-99,-99,-99,-99,-99,-99,-83,-68,-77,-73,-81,-58,-72,-99,-99
-99,-99,-99,-69,-53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-86,-73,-72,-67,-49,-80,-68,-99,-99,-99
-99,-99,-90,-85,-69,-82,-99,-99,-99,-99,-99,-99,-99,-73,-99,-81,-63,-55,-46,-47,-64,-62,-99,-99,-99
-99,-99,-99,-99,-74,-99,-99,-99,-99,-99,-99,-99,-99,-72,-74,-71,-63,-46,-38,-99,-59,-72,-99,-99,-99
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-83,-91,-99,-71,-91,-56,-99,-43,-67,-62,-99,-99,-99,-99
-99,-99,-99,-99,-99,-81,-64,-99,-99,-99,-99,-78,-84,-59,-62,-61,-50,-41,-59,-77,-99,-83,-70,-78,-94
-99,-99,-99,-99,-99,-87,-99,-87,-88,-99,-99,-75,-81,-67,-60,-74,-45,-63,-69,-74,-80,-84,-99,-76,-99
-99,-99,-99,-99,-99,-99,-77,-69,-85,-99,-99,-74,-80,-68,-62,-63,-55,-63,-64,-76,-81,-99,-99,-60,-85
-99,-99,-99,-99,-99,-99,-76,-51,-82,-99,-99,-73,-80,-53,-47,-99,-59,-65,-66,-87,-80,-99,-99,-51,-70
-99,-99,-99,-99,-99,-99,-99,-52,-86,-99,-99,-82,-84,-63,-60,-50,-58,-75,-88,-99,-99,-99,-99,-55,-75
-99,-99,-86,-99,-99,-84,-77,-71,-80,-85,-99,-82,-99,-65,-71,-71,-88,-85,-86,-99,-99,-99,-95,-61,-81
-99,-99,-85,-78,-83,-77,-68,-44,-72,-80,-99,-85,-99,-74,-76,-63,-85,-83,-88,-99,-99,-99,-87,-56,-56
-99,-88,-76,-79,-71,-69,-65,-52,-86,-77,-82,-83,-88,-80,-71,-70,-79,-99,-99,-91,-99,-99,-73,-62,-51
-99,-99,-84,-89,-99,-75,-69,-54,-62,-68,-74,-77,-87,-74,-74,-72,-85,-99,-99,-99,-99,-99,-99,-71,-38
-99,-99,-85,-69,-74,-74,-73,-69,-46,-61,-62,-71,-99,-75,-83,-78,-89,-99,-99,-99,-99,-86,-99,-79,-45
-99,-91,-81,-99,-79,-78,-71,-66,-45,-64,-65,-63,-78,-71,-80,-85,-99,-99,-99,-99,-99,-99,-84,-78,-47
-99,-99,-69,-89,-83,-78,-77,-75,-43,-58,-59,-58,-74,-68,-76,-99,-93,-99,-99,-99,-99,-99,-99,-77,-63
-99,-99,-99,-99,-99,-99,-99,-99,-57,-66,-99,-99,-72,-59,-76,-84,-99,-99,-99,-99,-99,-99,-99,-77,-68
-99,-99,-99,-99,-99,-99,-99,-88,-62,-67,-74,-55,-58,-63,-73,-74,-90,-99,-99,-99,-99,-99,-99,-76,-72
-99,-99,-99,-99,-99,-99,-99,-93,-53,-69,-78,-55,-73,-74,-72,-99,-82,-99,-99,-99,-99,-99,-99,-85,-79
-99,-99,-99,-99,-99,-99,-99,-82,-65,-66,-99,-47,-53,-60,-99,-89,-80,-77,-75,-99,-99,-99,-99,-80,-76
