-89,-77,-73,-58,-65,-48,-43,-60,-60,-69,-75,-80,-82,-90,-85,-78,-74,-77,-79,-85,-99,-71,-58,-67,-99,-64
-90,-99,-72,-61,-65,-49,-43,-62,-60,-69,-77,-81,-84,-90,-89,-79,-75,-78,-79,-84,-99,-73,-59,-68,-82,-63
-89,-81,-76,-61,-70,-65,-62,-64,-81,-89,-99,-85,-86,-99,-99,-82,-79,-81,-82,-89,-99,-74,-81,-83,-84,-90
-99,-76,-72,-57,-64,-67,-64,-60,-59,-92,-73,-79,-81,-99,-90,-77,-72,-77,-78,-83,-99,-69,-85,-84,-80,-64
-87,-99,-72,-99,-64,-47,-42,-61,-59,-68,-74,-79,-83,-88,-85,-76,-74,-76,-77,-99,-99,-70,-55,-65,-80,-63
-99,-77,-72,-57,-68,-48,-99,-62,-62,-68,-73,-80,-79,-90,-89,-99,-75,-81,-82,-99,-99,-74,-55,-70,-81,-65
-88,-99,-99,-99,-99,-69,-65,-99,-82,-90,-99,-99,-82,-89,-99,-78,-99,-99,-99,-87,-99,-99,-86,-85,-99,-99
-88,-77,-73,-81,-85,-65,-43,-63,-60,-92,-75,-99,-99,-91,-86,-78,-73,-78,-79,-99,-99,-70,-83,-66,-81,-65
-99,-77,-73,-99,-86,-99,-43,-62,-60,-69,-74,-81,-85,-90,-88,-79,-73,-76,-78,-99,-99,-99,-54,-66,-80,-63
-99,-77,-74,-59,-66,-47,-44,-62,-60,-70,-76,-81,-99,-90,-99,-80,-74,-76,-78,-85,-91,-99,-57,-67,-80,-65
-99,-79,-73,-60,-66,-49,-43,-62,-60,-90,-75,-81,-99,-89,-88,-79,-74,-78,-80,-85,-99,-72,-56,-67,-81,-63
-87,-77,-90,-82,-85,-65,-63,-85,-77,-87,-76,-81,-99,-99,-99,-99,-99,-91,-78,-84,-99,-70,-82,-82,-80,-63
-89,-78,-73,-58,-65,-69,-65,-99,-59,-68,-76,-80,-83,-99,-85,-78,-75,-92,-79,-85,-99,-70,-85,-66,-99,-64
-85,-75,-72,-58,-64,-48,-42,-62,-60,-70,-74,-81,-99,-89,-86,-78,-75,-77,-78,-85,-92,-71,-55,-66,-80,-63
-87,-80,-76,-59,-68,-51,-44,-63,-61,-68,-75,-80,-83,-87,-86,-78,-74,-78,-81,-87,-99,-73,-58,-70,-80,-65
-99,-99,-76,-84,-88,-67,-63,-64,-80,-73,-76,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-59,-70,-84,-66
-87,-77,-73,-62,-65,-48,-42,-62,-61,-69,-72,-81,-84,-99,-86,-78,-74,-78,-80,-85,-99,-70,-55,-67,-81,-63
-89,-81,-74,-60,-66,-65,-63,-64,-63,-72,-75,-81,-99,-99,-99,-81,-77,-86,-80,-85,-99,-72,-56,-69,-82,-67
-89,-79,-74,-99,-99,-64,-63,-65,-79,-72,-78,-83,-86,-99,-99,-80,-76,-99,-99,-99,-99,-72,-99,-71,-85,-67
-88,-76,-72,-59,-64,-47,-41,-60,-57,-90,-99,-78,-99,-92,-87,-78,-73,-76,-78,-84,-99,-99,-54,-65,-99,-89
-78,-99,-99,-58,-64,-47,-42,-61,-58,-68,-74,-80,-99,-90,-89,-78,-75,-77,-79,-83,-90,-70,-55,-64,-80,-63
-89,-81,-75,-63,-69,-51,-45,-64,-62,-71,-76,-83,-88,-89,-99,-81,-78,-82,-82,-88,-99,-73,-57,-69,-83,-68
-90,-81,-99,-99,-69,-69,-65,-65,-61,-72,-75,-86,-88,-89,-90,-83,-77,-81,-82,-86,-99,-74,-84,-70,-84,-67
-85,-75,-72,-84,-64,-69,-42,-62,-58,-92,-74,-80,-99,-88,-86,-78,-74,-77,-77,-85,-99,-99,-83,-65,-81,-62
-99,-99,-71,-99,-63,-64,-61,-61,-57,-68,-99,-80,-99,-89,-88,-77,-73,-99,-77,-83,-99,-69,-81,-64,-99,-61
-99,-99,-99,-99,-99,-66,-64,-82,-81,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-91,-99,-81,-99,-85
-89,-79,-73,-58,-65,-99,-66,-86,-83,-99,-73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-73,-54,-83,-99,-99
-87,-77,-74,-58,-64,-64,-61,-84,-79,-89,-99,-80,-99,-88,-99,-78,-99,-99,-99,-99,-99,-70,-81,-82,-80,-87
-99,-80,-74,-61,-63,-47,-65,-88,-99,-99,-74,-79,-99,-85,-99,-79,-80,-77,-78,-83,-99,-74,-54,-66,-80,-65
-91,-80,-75,-82,-67,-52,-46,-65,-62,-71,-74,-99,-99,-92,-99,-83,-78,-99,-82,-87,-99,-74,-56,-69,-99,-66
-99,-99,-99,-99,-63,-68,-63,-61,-58,-69,-74,-81,-99,-86,-85,-76,-74,-77,-79,-83,-99,-70,-83,-64,-82,-62
-87,-78,-75,-80,-86,-64,-65,-64,-80,-70,-75,-99,-87,-99,-89,-81,-74,-92,-80,-85,-99,-72,-80,-81,-99,-87
-88,-78,-74,-58,-65,-65,-63,-99,-78,-89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-54,-66,-99,-99
-90,-99,-76,-60,-68,-52,-44,-64,-61,-69,-75,-99,-99,-99,-99,-99,-99,-78,-81,-87,-99,-74,-85,-67,-81,-67
-89,-80,-77,-61,-69,-51,-63,-65,-62,-71,-77,-84,-99,-99,-99,-99,-99,-99,-81,-87,-99,-73,-57,-71,-84,-66
-87,-76,-73,-58,-64,-65,-61,-61,-80,-88,-73,-80,-87,-89,-87,-77,-73,-76,-78,-83,-93,-69,-53,-65,-80,-86
-88,-76,-73,-58,-65,-48,-42,-61,-60,-69,-73,-80,-84,-88,-90,-76,-74,-77,-79,-84,-99,-69,-52,-65,-80,-62
-88,-76,-73,-59,-67,-51,-45,-65,-62,-72,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-70,-54,-68,-99,-66
-99,-99,-99,-82,-86,-66,-62,-99,-99,-99,-99,-99,-99,-99,-99,-99,-77,-80,-78,-99,-99,-68,-79,-99,-99,-66
-90,-81,-76,-59,-67,-66,-45,-64,-62,-89,-72,-82,-99,-99,-87,-80,-76,-80,-80,-84,-91,-72,-90,-68,-80,-64
-87,-80,-76,-59,-66,-69,-66,-63,-61,-71,-76,-99,-99,-99,-87,-75,-77,-80,-81,-87,-99,-73,-56,-68,-99,-66
-99,-78,-76,-61,-69,-52,-45,-65,-62,-70,-76,-82,-84,-89,-85,-77,-73,-99,-99,-99,-93,-74,-55,-71,-84,-66
-89,-81,-76,-61,-69,-52,-44,-65,-63,-71,-99,-83,-99,-99,-93,-80,-77,-81,-81,-87,-99,-72,-56,-70,-84,-65
-99,-81,-77,-60,-69,-51,-44,-64,-62,-71,-78,-83,-82,-92,-90,-81,-78,-78,-81,-86,-99,-74,-57,-70,-83,-66
-86,-77,-74,-99,-65,-68,-66,-89,-83,-69,-75,-99,-99,-88,-87,-78,-74,-78,-79,-99,-99,-70,-84,-87,-80,-99
-89,-80,-76,-61,-69,-50,-45,-63,-61,-71,-75,-81,-99,-92,-86,-80,-75,-82,-82,-87,-99,-71,-58,-69,-83,-66
-90,-76,-75,-59,-66,-49,-44,-62,-60,-70,-75,-81,-85,-90,-87,-78,-99,-78,-78,-85,-99,-72,-55,-66,-81,-63
-99,-81,-76,-61,-70,-51,-44,-64,-61,-69,-77,-82,-99,-99,-99,-80,-76,-99,-81,-88,-99,-71,-57,-68,-99,-66
-99,-77,-75,-59,-65,-52,-66,-64,-62,-72,-78,-81,-86,-99,-99,-99,-99,-99,-99,-99,-99,-99,-56,-66,-81,-66
-99,-99,-92,-82,-85,-65,-61,-99,-80,-89,-72,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-70,-78,-82,-80,-86
-88,-77,-73,-57,-65,-48,-41,-61,-59,-67,-75,-80,-82,-89,-87,-76,-99,-77,-79,-99,-90,-99,-55,-65,-81,-63
-99,-99,-99,-63,-99,-53,-44,-65,-62,-72,-76,-86,-85,-92,-87,-82,-79,-81,-82,-89,-99,-73,-59,-72,-85,-68
-99,-99,-99,-82,-86,-65,-62,-85,-80,-69,-76,-82,-85,-99,-87,-79,-74,-99,-78,-99,-99,-99,-83,-83,-82,-86
-99,-78,-75,-58,-67,-48,-42,-62,-61,-68,-75,-81,-85,-87,-90,-78,-73,-77,-79,-85,-99,-71,-54,-67,-82,-63
-99,-99,-77,-59,-67,-64,-62,-65,-81,-86,-77,-99,-86,-99,-99,-80,-77,-78,-80,-88,-99,-72,-54,-82,-99,-85
-91,-81,-77,-58,-70,-51,-42,-64,-61,-71,-78,-82,-83,-99,-94,-80,-77,-79,-81,-91,-99,-74,-58,-68,-83,-68
-99,-80,-76,-61,-70,-49,-43,-63,-81,-71,-75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-72,-57,-67,-99,-99
-99,-81,-78,-61,-69,-51,-43,-65,-62,-71,-77,-89,-99,-95,-91,-81,-77,-80,-82,-88,-99,-73,-57,-72,-99,-67
-99,-99,-93,-83,-86,-63,-60,-84,-79,-91,-77,-84,-89,-94,-99,-99,-92,-82,-82,-87,-99,-74,-83,-81,-83,-85
-88,-79,-75,-58,-67,-48,-41,-61,-99,-69,-76,-82,-86,-99,-99,-80,-76,-80,-78,-87,-99,-72,-54,-66,-81,-61
-89,-79,-75,-83,-87,-65,-43,-64,-61,-70,-77,-99,-83,-99,-90,-80,-75,-80,-81,-85,-99,-72,-84,-68,-83,-64
-86,-78,-74,-58,-66,-47,-41,-62,-60,-69,-77,-84,-82,-89,-86,-78,-72,-76,-78,-83,-99,-71,-55,-64,-82,-63
-89,-99,-76,-99,-99,-50,-62,-64,-61,-70,-76,-84,-99,-99,-89,-81,-75,-80,-81,-99,-99,-99,-56,-67,-99,-64
-89,-79,-91,-59,-67,-65,-61,-84,-80,-90,-76,-99,-99,-91,-99,-99,-99,-99,-99,-99,-99,-71,-54,-83,-84,-64
-89,-99,-75,-59,-68,-48,-43,-63,-61,-70,-75,-81,-99,-99,-99,-99,-99,-91,-99,-99,-99,-71,-55,-67,-83,-64
