-99,-78,-75,-62,-84,-74,-87,-76,-84,-70,-68,-99,-99,-81,-89,-99,-72,-74,-82,-85,-90,-72,-71,-81,-82
-99,-81,-75,-63,-63,-54,-57,-54,-65,-74,-69,-99,-99,-82,-90,-89,-76,-78,-84,-87,-99,-74,-73,-84,-67
-99,-77,-74,-58,-63,-48,-54,-49,-68,-78,-71,-76,-99,-87,-83,-88,-74,-72,-79,-86,-91,-74,-73,-87,-65
-99,-78,-77,-63,-64,-50,-68,-53,-65,-74,-70,-99,-99,-82,-99,-99,-71,-78,-85,-83,-90,-72,-72,-83,-70
-90,-80,-76,-66,-66,-52,-58,-53,-65,-75,-88,-99,-99,-83,-91,-89,-72,-77,-83,-87,-91,-79,-72,-85,-68
-95,-84,-78,-64,-66,-52,-56,-49,-63,-73,-68,-83,-99,-84,-99,-89,-72,-78,-85,-89,-88,-75,-74,-81,-64
-87,-79,-75,-61,-64,-51,-55,-46,-67,-73,-68,-76,-99,-85,-99,-99,-75,-75,-80,-85,-88,-73,-71,-75,-61
-99,-80,-77,-63,-66,-52,-59,-54,-64,-73,-70,-82,-99,-83,-89,-99,-69,-77,-82,-88,-90,-74,-70,-83,-67
-99,-78,-76,-60,-63,-54,-56,-49,-62,-66,-70,-77,-99,-79,-79,-99,-73,-74,-80,-85,-88,-72,-70,-99,-62
-99,-77,-74,-61,-62,-50,-54,-48,-62,-71,-66,-77,-99,-78,-87,-85,-73,-75,-83,-85,-99,-71,-67,-81,-63
-89,-77,-77,-63,-66,-51,-56,-50,-66,-71,-69,-78,-99,-83,-89,-99,-74,-78,-83,-88,-92,-76,-71,-78,-65
-99,-76,-76,-61,-63,-51,-59,-51,-64,-72,-71,-99,-99,-82,-88,-99,-72,-75,-89,-86,-91,-73,-72,-99,-66
-87,-77,-76,-60,-62,-49,-56,-48,-64,-75,-67,-82,-99,-84,-99,-99,-70,-76,-81,-86,-90,-74,-73,-84,-62
-92,-76,-75,-60,-62,-48,-54,-47,-63,-71,-67,-80,-99,-78,-85,-87,-69,-75,-79,-84,-86,-72,-67,-81,-61
-91,-79,-77,-64,-65,-52,-57,-53,-67,-73,-69,-99,-99,-83,-90,-87,-75,-81,-84,-89,-88,-76,-72,-84,-68
-99,-79,-77,-63,-64,-50,-56,-50,-64,-74,-69,-99,-99,-81,-89,-99,-72,-78,-79,-89,-99,-75,-72,-89,-67
-90,-80,-77,-64,-67,-52,-57,-52,-65,-75,-68,-99,-99,-87,-89,-90,-72,-78,-86,-87,-99,-76,-71,-89,-66
-88,-78,-76,-62,-61,-49,-54,-47,-63,-71,-65,-79,-99,-70,-87,-88,-71,-75,-80,-85,-90,-75,-69,-86,-63
-90,-78,-74,-62,-62,-48,-52,-47,-63,-70,-63,-79,-99,-76,-99,-99,-66,-76,-82,-83,-87,-74,-69,-99,-64
-92,-81,-77,-64,-67,-53,-58,-53,-66,-75,-68,-79,-99,-83,-88,-89,-77,-77,-91,-87,-90,-75,-73,-83,-67
-99,-81,-77,-86,-85,-76,-74,-52,-84,-73,-67,-99,-99,-82,-91,-91,-84,-79,-85,-88,-94,-75,-72,-99,-87
-99,-99,-77,-63,-67,-51,-58,-51,-63,-74,-67,-99,-99,-87,-89,-88,-76,-77,-83,-88,-92,-86,-73,-82,-99
-99,-78,-74,-61,-67,-49,-56,-46,-56,-72,-65,-83,-99,-84,-99,-99,-73,-77,-80,-89,-91,-83,-69,-82,-65
-99,-77,-74,-63,-62,-52,-58,-51,-65,-71,-68,-75,-99,-80,-90,-99,-74,-99,-85,-86,-99,-73,-72,-88,-69
