-99,-89,-86,-90,-87,-99,-99,-99,-99,-99,-99,-90,-99,-82,-91,-81,-76,-63,-61,-50,-42,-67,-99,-99,-99
-99,-99,-99,-99,-69,-99,-99,-99,-99,-99,-99,-99,-99,-83,-99,-82,-75,-60,-53,-70,-71,-65,-99,-99,-99
-99,-99,-81,-70,-66,-99,-99,-99,-99,-99,-99,-99,-99,-72,-81,-84,-76,-75,-60,-56,-72,-82,-99,-99,-99
-99,-99,-78,-72,-49,-99,-99,-99,-99,-99,-99,-99,-99,-73,-99,-83,-69,-64,-56,-50,-66,-58,-81,-99,-99
-99,-99,-99,-89,-45,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-84,-99,-52,-69,-40,-99,-99,-99
-99,-99,-76,-59,-39,-70,-99,-89,-99,-99,-99,-99,-99,-99,-99,-99,-86,-78,-81,-66,-63,-38,-67,-99,-86
-85,-85,-65,-57,-41,-59,-76,-74,-99,-99,-99,-99,-99,-99,-99,-89,-90,-90,-78,-53,-73,-53,-63,-99,-83
-84,-78,-70,-80,-71,-67,-62,-60,-80,-75,-72,-99,-99,-99,-99,-99,-85,-99,-99,-66,-76,-64,-57,-99,-90
-99,-99,-91,-71,-64,-45,-60,-73,-72,-79,-70,-85,-99,-85,-88,-75,-90,-81,-73,-74,-88,-69,-55,-81,-67
-99,-87,-73,-66,-59,-47,-53,-62,-76,-73,-72,-99,-99,-99,-99,-99,-99,-78,-76,-79,-90,-79,-64,-99,-64
-99,-87,-87,-65,-65,-58,-42,-66,-67,-81,-79,-85,-99,-99,-86,-77,-72,-99,-77,-84,-99,-75,-67,-73,-67
-99,-87,-74,-76,-71,-70,-44,-62,-74,-71,-73,-81,-99,-99,-91,-85,-71,-79,-80,-99,-99,-84,-74,-70,-55
-99,-99,-73,-73,-71,-67,-61,-46,-72,-86,-67,-84,-99,-85,-87,-74,-63,-87,-80,-87,-99,-89,-99,-58,-59
-99,-99,-82,-88,-82,-72,-61,-60,-74,-83,-82,-99,-99,-86,-74,-62,-71,-99,-99,-99,-99,-99,-99,-59,-74
-99,-99,-85,-99,-77,-75,-71,-51,-74,-72,-71,-99,-99,-75,-73,-49,-76,-77,-83,-99,-99,-99,-88,-52,-64
-99,-99,-99,-99,-99,-99,-81,-61,-77,-99,-99,-82,-99,-77,-65,-46,-66,-99,-99,-99,-99,-99,-99,-43,-76
-99,-99,-99,-99,-99,-99,-99,-66,-99,-99,-99,-99,-99,-71,-59,-52,-74,-80,-81,-84,-90,-99,-99,-99,-74
-99,-99,-99,-99,-99,-99,-99,-66,-77,-89,-99,-58,-76,-43,-51,-64,-55,-62,-68,-82,-83,-99,-99,-55,-79
-99,-99,-99,-99,-99,-99,-99,-70,-79,-99,-99,-64,-99,-68,-59,-53,-83,-67,-71,-84,-84,-99,-99,-84,-88
-99,-99,-99,-99,-99,-99,-99,-86,-75,-83,-99,-72,-68,-53,-62,-53,-89,-71,-72,-86,-90,-99,-99,-75,-89
-99,-99,-99,-99,-99,-99,-99,-99,-64,-75,-78,-66,-76,-65,-73,-64,-65,-99,-71,-88,-94,-99,-99,-72,-83
-99,-99,-99,-99,-99,-99,-99,-99,-52,-66,-77,-49,-56,-75,-83,-89,-73,-84,-99,-99,-99,-99,-99,-99,-73
-99,-99,-99,-99,-99,-99,-99,-99,-41,-64,-72,-54,-59,-73,-78,-99,-99,-99,-99,-99,-99,-99,-99,-99,-88
-99,-99,-99,-99,-99,-99,-99,-99,-58,-62,-70,-55,-75,-64,-78,-99,-99,-99,-99,-99,-99,-99,-99,-78,-99
-99,-99,-99,-99,-99,-99,-99,-99,-56,-57,-63,-54,-99,-68,-73,-90,-99,-99,-99,-99,-99,-99,-99,-73,-60
-99,-99,-87,-84,-99,-81,-99,-73,-56,-45,-55,-68,-77,-74,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-66
-99,-99,-80,-99,-99,-99,-99,-99,-64,-59,-47,-87,-66,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-88
-99,-99,-99,-99,-99,-99,-99,-99,-77,-69,-61,-78,-89,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
